GO_ID,Name,Namespace,Enrichment,Study_Count,Study_Total,Population_Count,Population_Total,P_Value,FDR
GO:0005886,plasma membrane,CC,e,1196,3765,4446,20413,1.0707232556200216e-56,2.1942331677421104e-52
GO:0016070,RNA metabolic process,BP,p,50,3765,1195,20413,1.1439027100916229e-51,1.1720999118953815e-47
GO:0090304,nucleic acid metabolic process,BP,p,123,3765,1742,20413,3.05374644739909e-45,2.0860141982183182e-41
GO:0006396,RNA processing,BP,p,20,3765,789,20413,5.636569383871135e-45,2.8877554095917797e-41
GO:0043170,macromolecule metabolic process,BP,p,496,3765,4325,20413,6.795224233892718e-44,2.785090604503269e-40
GO:0006139,nucleobase-containing compound metabolic process,BP,p,198,3765,2255,20413,1.2741131411631628e-41,4.351733433642783e-38
GO:0003723,RNA binding,MF,p,111,3765,1578,20413,4.1336567441407525e-41,1.2101575379668064e-37
GO:1902494,catalytic complex,CC,p,151,3765,1847,20413,1.744332385713411e-38,4.4683254475531166e-35
GO:0005576,extracellular region,CC,e,648,3765,2241,20413,6.904309775581543e-38,1.572111335899917e-34
GO:0032501,multicellular organismal process,BP,e,656,3765,2308,20413,8.204738576844857e-36,1.6813970765528162e-32
GO:0043231,intracellular membrane-bounded organelle,CC,p,1408,3765,9492,20413,1.278820812898524e-35,2.3824431744299504e-32
GO:0032502,developmental process,BP,e,933,3765,3585,20413,1.5701033990910804e-35,2.6813440797977924e-32
GO:0160108,animal gross anatomical part developmental process,BP,e,539,3765,1823,20413,6.785439268148759e-34,1.0696462070936347e-30
GO:0060089,molecular transducer activity,MF,e,338,3765,1008,20413,8.359416600290268e-32,1.1420634959316562e-28
GO:0038023,signaling receptor activity,MF,e,338,3765,1008,20413,8.359416600290268e-32,1.1420634959316562e-28
GO:0140513,nuclear protein-containing complex,CC,p,101,3765,1339,20413,2.0146246052798685e-31,2.580356377250022e-28
GO:1990904,ribonucleoprotein complex,CC,p,28,3765,699,20413,4.214682127753248e-31,5.0806753437674875e-28
GO:0048856,anatomical structure development,BP,e,599,3765,2131,20413,6.178637568868261e-31,7.034378872156513e-28
GO:0043229,intracellular organelle,CC,p,1612,3765,10469,20413,1.03846427639532e-30,1.1200657061141732e-27
GO:0044238,primary metabolic process,BP,p,771,3765,5692,20413,1.654063785417919e-30,1.694836457728471e-27
GO:0140535,intracellular protein-containing complex,CC,p,55,3765,936,20413,3.8063705510903255e-30,3.714473890642573e-27
GO:0005654,nucleoplasm,CC,p,414,3765,3464,20413,1.804779990542476e-29,1.6811525611903163e-26
GO:0003676,nucleic acid binding,MF,p,413,3765,3453,20413,2.6840172831360786e-29,2.3914593992742462e-26
GO:0005634,nucleus,CC,p,806,3765,5850,20413,9.691522579097527e-29,8.275348842226903e-26
GO:0008152,metabolic process,BP,p,893,3765,6353,20413,1.6790573532652847e-28,1.376356893618619e-25
GO:0140098,"catalytic activity, acting on RNA",MF,p,8,3765,421,20413,6.940323183358049e-27,5.267705296168759e-24
GO:0004888,transmembrane signaling receptor activity,MF,e,257,3765,749,20413,7.423814719610226e-26,5.433436966034727e-23
GO:0016071,mRNA metabolic process,BP,p,16,3765,495,20413,3.0103252503376483e-25,2.0563531785056477e-22
GO:0043412,macromolecule modification,BP,p,147,3765,1536,20413,1.6256521900981418e-23,1.041077822865038e-20
GO:0007155,cell adhesion,BP,e,249,3765,743,20413,1.6117616521169396e-23,1.041077822865038e-20
GO:0098590,plasma membrane region,CC,e,368,3765,1238,20413,2.2879189146544028e-23,1.4207976460003843e-20
GO:0140640,"catalytic activity, acting on a nucleic acid",MF,p,36,3765,655,20413,1.080813178735387e-22,6.514442491713024e-20
GO:0007165,signal transduction,BP,e,875,3765,3602,20413,3.4403527696909523e-22,2.0143756945507624e-19
GO:0006397,mRNA processing,BP,p,5,3765,322,20413,5.608412559173072e-22,3.1925888493092714e-19
GO:1990234,transferase complex,CC,p,71,3765,936,20413,7.523460640972022e-22,4.1669805112280983e-19
GO:0043687,post-translational protein modification,BP,p,52,3765,764,20413,8.383342182241968e-21,4.5210481931759115e-18
GO:0070647,protein modification by small protein conjugation or removal,BP,p,47,3765,715,20413,1.9939248856715726e-20,1.0477308380017318e-17
GO:0051239,regulation of multicellular organismal process,BP,e,628,3765,2467,20413,2.767800771104046e-20,1.4180135300558803e-17
GO:0003008,system process,BP,e,317,3765,1066,20413,3.2941533865637414e-20,1.6465142768500182e-17
GO:0009653,anatomical structure morphogenesis,BP,e,277,3765,899,20413,5.063501446787544e-20,2.4706270273575512e-17
GO:0005102,signaling receptor binding,MF,e,340,3765,1168,20413,6.776727328474107e-20,3.229662166102788e-17
GO:0010496,intercellular transport,BP,p,49,3765,716,20413,2.1785115627836945e-19,1.0146417603665056e-16
GO:0032991,protein-containing complex,CC,p,815,3765,5587,20413,6.826737931603357e-19,3.1088964540521687e-16
GO:0009057,macromolecule catabolic process,BP,p,92,3765,1029,20413,3.4444306836663393e-18,1.534493869573354e-15
GO:0043227,membrane-bounded organelle,CC,p,1728,3765,10674,20413,3.9249912982902116e-18,1.7113797165076874e-15
GO:0046907,intracellular transport,BP,p,109,3765,1151,20413,4.2912454691465076e-18,1.8320936124837367e-15
GO:0009888,tissue development,BP,e,153,3765,425,20413,4.993842361254182e-18,2.0885471736567743e-15
GO:0048513,animal organ development,BP,e,249,3765,810,20413,5.5490569829388116e-18,2.274336495027301e-15
GO:0032446,protein modification by small protein conjugation,BP,p,43,3765,628,20413,3.675995054233653e-17,1.4771013067923578e-14
GO:0016020,membrane,CC,e,1707,3765,8015,20413,4.5610066337972243e-17,1.7974751720462794e-14
GO:0098609,cell-cell adhesion,BP,e,170,3765,500,20413,5.324779948517045e-17,2.0588814242445244e-14
GO:2000026,regulation of multicellular organismal development,BP,e,324,3765,1146,20413,5.712895872366853e-17,2.168043983563221e-14
GO:0007166,cell surface receptor signaling pathway,BP,e,410,3765,1531,20413,5.925053339288488e-17,2.2076748742188904e-14
GO:0050793,regulation of developmental process,BP,e,494,3765,1921,20413,1.1675457086780408e-16,4.2725918228462664e-14
GO:0005509,calcium ion binding,MF,e,205,3765,646,20413,1.571758904237475e-16,5.6508868814979975e-14
GO:0048869,cellular developmental process,BP,e,451,3765,1726,20413,1.6666758098648986e-16,5.888825408889892e-14
GO:0007186,G protein-coupled receptor signaling pathway,BP,e,201,3765,631,20413,1.7894172217587963e-16,6.111754520917168e-14
GO:0036211,protein modification process,BP,p,141,3765,1342,20413,1.7702982088118492e-16,6.111754520917168e-14
GO:0043226,organelle,CC,p,1898,3765,11521,20413,1.827707230446456e-16,6.140197421891677e-14
GO:0008380,RNA splicing,BP,p,7,3765,278,20413,2.484996397219576e-16,8.213714704551741e-14
GO:0071826,protein-RNA complex organization,BP,p,3,3765,223,20413,4.728892043210107e-16,1.5142060100235115e-13
GO:0016072,rRNA metabolic process,BP,p,4,3765,238,20413,4.695632362162346e-16,1.5142060100235115e-13
GO:0009986,cell surface,CC,e,203,3765,646,20413,6.285673106462967e-16,1.9817276764730093e-13
GO:0005829,cytosol,CC,p,698,3765,4791,20413,7.664573529629475e-16,2.3798500809499523e-13
GO:0003013,circulatory system process,BP,e,105,3765,267,20413,9.925271520599926e-16,3.0357998398754373e-13
GO:0019538,protein metabolic process,BP,p,343,3765,2641,20413,1.1703782319752697e-15,3.527141339392529e-13
GO:0000375,"RNA splicing, via transesterification reactions",BP,p,4,3765,230,20413,1.6096498344085433e-15,4.712364865219183e-13
GO:0040012,regulation of locomotion,BP,e,268,3765,925,20413,1.6876113522827678e-15,4.871016822863487e-13
GO:0051240,positive regulation of multicellular organismal process,BP,e,376,3765,1408,20413,2.555553574523562e-15,7.273744361487689e-13
GO:0022618,protein-RNA complex assembly,BP,p,3,3765,214,20413,2.6072257690183237e-15,7.279132423729596e-13
GO:0004930,G protein-coupled receptor activity,MF,e,120,3765,325,20413,2.6284867972282733e-15,7.279132423729596e-13
GO:0005681,spliceosomal complex,CC,p,2,3765,198,20413,3.713834387539304e-15,1.0014158961031966e-12
GO:0016567,protein ubiquitination,BP,p,39,3765,559,20413,4.5724498836714955e-15,1.2013232752061534e-12
GO:0030334,regulation of cell migration,BP,e,249,3765,850,20413,4.551697654113257e-15,1.2013232752061534e-12
GO:0006399,tRNA metabolic process,BP,p,2,3765,196,20413,5.705188606613042e-15,1.4799548115863426e-12
GO:0051094,positive regulation of developmental process,BP,e,294,3765,1051,20413,7.935279620480189e-15,1.9831425032012255e-12
GO:0005739,mitochondrion,CC,p,175,3765,1534,20413,7.91867703505372e-15,1.9831425032012255e-12
GO:0030154,cell differentiation,BP,e,359,3765,1341,20413,8.29335502747006e-15,2.0476593322643848e-12
GO:0006364,rRNA processing,BP,p,2,3765,194,20413,8.786292134084444e-15,2.1435414845689586e-12
GO:0005911,cell-cell junction,CC,e,168,3765,517,20413,9.189175154731283e-15,2.215456075834214e-12
GO:0030545,signaling receptor regulator activity,MF,e,151,3765,450,20413,9.734033547735958e-15,2.319529645276198e-12
GO:0042127,regulation of cell population proliferation,BP,e,341,3765,1264,20413,1.2064261747106766e-14,2.8417576549822866e-12
GO:0000377,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",BP,p,4,3765,220,20413,1.3295351548519212e-14,3.06136673352589e-12
GO:0000398,"mRNA splicing, via spliceosome",BP,p,4,3765,220,20413,1.3295351548519212e-14,3.06136673352589e-12
GO:0007167,enzyme-linked receptor protein signaling pathway,BP,e,166,3765,512,20413,1.730141822917112e-14,3.8962413601143275e-12
GO:2000145,regulation of cell motility,BP,e,257,3765,895,20413,2.1555427292259e-14,4.801471429350692e-12
GO:0009719,response to endogenous stimulus,BP,e,225,3765,762,20413,3.331998045028527e-14,7.342218917932215e-12
GO:0140101,"catalytic activity, acting on a tRNA",MF,p,0,3765,155,20413,3.4306919073454e-14,7.479273325237158e-12
GO:0005730,nucleolus,CC,p,75,3765,822,20413,4.5063534382472344e-14,9.619656355208391e-12
GO:0030054,cell junction,CC,e,463,3765,1837,20413,4.998590959933478e-14,1.0560425210506882e-11
GO:0048731,system development,BP,e,193,3765,631,20413,7.210885418641178e-14,1.507884437594017e-11
GO:0051649,establishment of localization in cell,BP,p,155,3765,1372,20413,1.1464140981940138e-13,2.373077183261608e-11
GO:0006325,chromatin organization,BP,p,61,3765,707,20413,1.1953516490897986e-13,2.449634134479724e-11
GO:0009725,response to hormone,BP,e,167,3765,527,20413,1.6017287549341592e-13,3.249923502461952e-11
GO:0051641,cellular localization,BP,p,168,3765,1450,20413,2.211683713339369e-13,4.443532778182714e-11
GO:0006401,RNA catabolic process,BP,p,5,3765,214,20413,4.654343240949542e-13,9.260335537551355e-11
GO:0034330,cell junction organization,BP,e,135,3765,405,20413,4.805378523757276e-13,9.468905969938256e-11
GO:1901700,response to oxygen-containing compound,BP,e,306,3765,1138,20413,6.138976738118965e-13,1.1981528599454468e-10
GO:0044391,ribosomal subunit,CC,p,2,3765,172,20413,6.4655800927876e-13,1.2499918192593987e-10
GO:0016477,cell migration,BP,e,195,3765,654,20413,6.799925659754695e-13,1.302344640610775e-10
GO:0007154,cell communication,BP,e,160,3765,510,20413,9.835584173796356e-13,1.8663020969778583e-10
GO:0033365,protein localization to organelle,BP,p,44,3765,557,20413,1.2029735637894137e-12,2.2617006644712339e-10
GO:0051169,nuclear transport,BP,p,5,3765,206,20413,1.5049617910649468e-12,2.803743816753996e-10
GO:0043632,modification-dependent macromolecule catabolic process,BP,p,45,3765,562,20413,2.1516866505798162e-12,3.937010225922516e-10
GO:0009059,macromolecule biosynthetic process,BP,p,122,3765,1115,20413,2.199286324763816e-12,3.9884933321579536e-10
GO:0030163,protein catabolic process,BP,p,70,3765,750,20413,2.3664198582717474e-12,4.1515419511900325e-10
GO:0006511,ubiquitin-dependent protein catabolic process,BP,p,43,3765,546,20413,2.3295669554023453e-12,4.1515419511900325e-10
GO:0006913,nucleocytoplasmic transport,BP,p,5,3765,205,20413,2.3702259712547396e-12,4.1515419511900325e-10
GO:0141188,nucleic acid catabolic process,BP,p,8,3765,237,20413,2.5236222375158358e-12,4.3827619079162735e-10
GO:0070161,anchoring junction,CC,e,240,3765,858,20413,3.117841320474125e-12,5.324493515039687e-10
GO:0048870,cell motility,BP,e,233,3765,829,20413,3.674867256957576e-12,6.223888817919967e-10
GO:0019941,modification-dependent protein catabolic process,BP,p,45,3765,556,20413,3.846503942720499e-12,6.46118076214518e-10
GO:0065008,regulation of biological quality,BP,e,538,3765,2245,20413,3.969296869944461e-12,6.613235833802589e-10
GO:0071495,cellular response to endogenous stimulus,BP,e,157,3765,505,20413,4.060477175297983e-12,6.710593447853352e-10
GO:0048018,receptor ligand activity,MF,e,132,3765,403,20413,4.680809148429199e-12,7.673905750300767e-10
GO:0008033,tRNA processing,BP,p,0,3765,128,20413,6.8005045051126545e-12,1.1060534827243941e-09
GO:0030546,signaling receptor activator activity,MF,e,133,3765,412,20413,9.020860072606664e-12,1.4556258698262076e-09
GO:0045597,positive regulation of cell differentiation,BP,e,199,3765,689,20413,1.070090559869613e-11,1.7132317065162483e-09
GO:0030335,positive regulation of cell migration,BP,e,156,3765,507,20413,1.079537420448086e-11,1.7149581672281103e-09
GO:0033993,response to lipid,BP,e,187,3765,639,20413,1.5452363521343153e-11,2.4172922568159173e-09
GO:0044057,regulation of system process,BP,e,143,3765,458,20413,2.7513862619105194e-11,4.239410425964833e-09
GO:0072594,establishment of protein localization to organelle,BP,p,11,3765,254,20413,2.7795429397906718e-11,4.2508338406813615e-09
GO:0048646,anatomical structure formation involved in morphogenesis,BP,e,140,3765,446,20413,3.475768610486453e-11,5.237421039316094e-09
GO:0035770,ribonucleoprotein granule,CC,p,63,3765,672,20413,3.6091481843880746e-11,5.398706112603271e-09
GO:0045595,regulation of cell differentiation,BP,e,319,3765,1235,20413,3.751444525848002e-11,5.570895120884282e-09
GO:0022603,regulation of anatomical structure morphogenesis,BP,e,192,3765,668,20413,4.289851217670694e-11,6.279422928837538e-09
GO:0040017,positive regulation of locomotion,BP,e,162,3765,539,20413,4.260041204496583e-11,6.279422928837538e-09
GO:0098798,mitochondrial protein-containing complex,CC,p,4,3765,175,20413,5.191035450803407e-11,7.544673013710228e-09
GO:0005743,mitochondrial inner membrane,CC,p,38,3765,477,20413,7.429974988132794e-11,1.0722709678296152e-08
GO:0006412,translation,BP,p,9,3765,227,20413,7.537760572932348e-11,1.0802190728748432e-08
GO:0009451,RNA modification,BP,p,4,3765,173,20413,7.863213209403403e-11,1.1190335298632218e-08
GO:2000147,positive regulation of cell motility,BP,e,158,3765,526,20413,7.992585805282389e-11,1.1296004200527723e-08
GO:0043235,signaling receptor complex,CC,e,135,3765,431,20413,9.058845612453528e-11,1.27152687079459e-08
GO:0032870,cellular response to hormone stimulus,BP,e,101,3765,295,20413,9.802359326745957e-11,1.3665289094081968e-08
GO:0140392,extracellular protein-containing complex,CC,e,59,3765,141,20413,1.0213528342173754e-10,1.4096609202786968e-08
GO:0006338,chromatin remodeling,BP,p,53,3765,589,20413,1.024932792277977e-10,1.4096609202786968e-08
GO:0023052,signaling,BP,e,146,3765,480,20413,1.2599166763158808e-10,1.7212981631827565e-08
GO:0001525,angiogenesis,BP,e,68,3765,172,20413,1.2860712418849782e-10,1.7453945668840304e-08
GO:0019866,organelle inner membrane,CC,p,45,3765,528,20413,1.3004305639760794e-10,1.7532712860238022e-08
GO:0051168,nuclear export,BP,p,1,3765,129,20413,1.5411266023270794e-10,2.0642031020580942e-08
GO:0030155,regulation of cell adhesion,BP,e,194,3765,687,20413,1.614130524478703e-10,2.1479465479313025e-08
GO:0006886,intracellular protein transport,BP,p,39,3765,478,20413,1.7468047370525126e-10,2.3095012565430415e-08
GO:0034329,cell junction assembly,BP,e,84,3765,233,20413,2.2237276508580263e-10,2.921208381348304e-08
GO:0060429,epithelium development,BP,e,60,3765,147,20413,2.6532117822729017e-10,3.4632018505808015e-08
GO:0007267,cell-cell signaling,BP,e,139,3765,458,20413,4.997737132117188e-10,6.482191585346679e-08
GO:0019219,regulation of nucleobase-containing compound metabolic process,BP,p,499,3765,3387,20413,5.070049338760149e-10,6.534623968503882e-08
GO:1901701,cellular response to oxygen-containing compound,BP,e,205,3765,743,20413,5.407886284905547e-10,6.926488352285585e-08
GO:0008284,positive regulation of cell population proliferation,BP,e,197,3765,709,20413,5.67510166379011e-10,7.223593689195697e-08
GO:0034655,nucleobase-containing compound catabolic process,BP,p,26,3765,364,20413,7.986611342259317e-10,1.0103063347958041e-07
GO:0003735,structural constituent of ribosome,MF,p,4,3765,159,20413,8.983904611704674e-10,1.129491762010208e-07
GO:0098552,side of membrane,CC,e,169,3765,591,20413,9.266172443014411e-10,1.157876048016429e-07
GO:0010817,regulation of hormone levels,BP,e,131,3765,429,20413,1.026819281460611e-09,1.2753095475740789e-07
GO:0016604,nuclear body,CC,p,81,3765,768,20413,1.0638373412177311e-09,1.3133264237093354e-07
GO:0019787,ubiquitin-like protein transferase activity,MF,p,39,3765,462,20413,1.350130886166235e-09,1.6469185863217056e-07
GO:0022613,ribonucleoprotein complex biogenesis,BP,p,2,3765,132,20413,1.3736542675884082e-09,1.6656980417567606e-07
GO:0070887,cellular response to chemical stimulus,BP,e,292,3765,1149,20413,1.8220367037253746e-09,2.196411657026124e-07
GO:0051241,negative regulation of multicellular organismal process,BP,e,240,3765,912,20413,1.8681355701113667e-09,2.238812996391359e-07
GO:0010498,proteasomal protein catabolic process,BP,p,42,3765,482,20413,2.0208780704998587e-09,2.393864410332579e-07
GO:0048598,embryonic morphogenesis,BP,e,68,3765,183,20413,2.1403111595916373e-09,2.5207699191673233e-07
GO:0000151,ubiquitin ligase complex,CC,p,29,3765,379,20413,2.6940740962702203e-09,3.1369125258446373e-07
GO:0044085,cellular component biogenesis,BP,p,3,3765,142,20413,2.730967633835601e-09,3.161905068937456e-07
GO:0140149,non-collagenous component of interstitial matrix,CC,e,45,3765,102,20413,2.902879045776663e-09,3.342061813769728e-07
GO:0008285,negative regulation of cell population proliferation,BP,e,155,3765,538,20413,3.507466221031441e-09,3.971188136331344e-07
GO:0009887,animal organ morphogenesis,BP,e,89,3765,266,20413,3.739224530361309e-09,4.2103257308073793e-07
GO:0051050,positive regulation of transport,BP,e,200,3765,738,20413,4.067869988987478e-09,4.555347523733354e-07
GO:0016755,aminoacyltransferase activity,MF,p,42,3765,474,20413,4.67200567475954e-09,5.17531958339715e-07
GO:0006400,tRNA modification,BP,p,0,3765,96,20413,5.600530160911634e-09,6.147409494865973e-07
GO:0007169,cell surface receptor protein tyrosine kinase signaling pathway,BP,e,112,3765,360,20413,5.609552410774103e-09,6.147409494865973e-07
GO:0005840,ribosome,CC,p,7,3765,180,20413,6.154784227512099e-09,6.70904219012795e-07
GO:0045184,establishment of protein localization,BP,p,97,3765,858,20413,7.408623556489124e-09,7.990785397006928e-07
GO:0009058,biosynthetic process,BP,p,296,3765,2120,20413,7.636407749120167e-09,8.193345759304692e-07
GO:0042592,homeostatic process,BP,e,267,3765,1050,20413,9.417123415599591e-09,9.896672315686277e-07
GO:0005684,U2-type spliceosomal complex,CC,p,1,3765,107,20413,1.1708782839376511e-08,1.2180105925245829e-06
GO:1901698,response to nitrogen compound,BP,e,175,3765,637,20413,1.2915558536004147e-08,1.3300429199916233e-06
GO:0140168,nuclear ribonucleoprotein granule,CC,p,40,3765,449,20413,1.639026011942927e-08,1.6794280031373195e-06
GO:0098797,plasma membrane protein complex,CC,e,164,3765,591,20413,1.8063386998497584e-08,1.8235122648286257e-06
GO:0071013,catalytic step 2 spliceosome,CC,p,1,3765,105,20413,1.7984471958796578e-08,1.8235122648286257e-06
GO:0048193,Golgi vesicle transport,BP,p,19,3765,283,20413,1.7897714629807603e-08,1.8235122648286257e-06
GO:0098657,import into cell,BP,e,152,3765,539,20413,2.0289919845491667e-08,2.0382418009493175e-06
GO:0034243,regulation of transcription elongation by RNA polymerase II,BP,p,0,3765,90,20413,2.2396879743911493e-08,2.2389232028876985e-06
GO:1904949,ATPase complex,CC,p,4,3765,142,20413,2.309734016141756e-08,2.297736854019078e-06
GO:0051252,regulation of RNA metabolic process,BP,p,462,3765,3095,20413,2.599416499324075e-08,2.5734223343308343e-06
GO:0004842,ubiquitin-protein transferase activity,MF,p,37,3765,422,20413,2.6302811997740957e-08,2.591459260912046e-06
GO:0071396,cellular response to lipid,BP,e,114,3765,378,20413,2.9324531178404844e-08,2.8753474518614855e-06
GO:0010646,regulation of cell communication,BP,e,692,3765,3141,20413,3.166298457859876e-08,3.089854966520116e-06
GO:0048518,positive regulation of biological process,BP,e,1135,3765,5412,20413,3.333011608395243e-08,3.237128288665579e-06
GO:0003712,transcription coregulator activity,MF,p,51,3765,524,20413,3.443913842484068e-08,3.329062564812548e-06
GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,BP,p,35,3765,403,20413,3.939694964075155e-08,3.7551706464554497e-06
GO:0030684,preribosome,CC,p,1,3765,101,20413,4.273798044433759e-08,4.054765894656529e-06
GO:0032784,regulation of DNA-templated transcription elongation,BP,p,1,3765,102,20413,4.5274879161380454e-08,4.256046324101696e-06
GO:0051093,negative regulation of developmental process,BP,e,188,3765,705,20413,4.6722147361913855e-08,4.372040940126486e-06
GO:0009056,catabolic process,BP,p,254,3765,1831,20413,5.3507726971443456e-08,4.984244767389958e-06
GO:0015031,protein transport,BP,p,74,3765,679,20413,6.221159070544764e-08,5.7428023798501735e-06
GO:0034654,nucleobase-containing compound biosynthetic process,BP,p,78,3765,706,20413,6.327971069887336e-08,5.815206777363281e-06
GO:0120114,Sm-like protein family complex,CC,p,1,3765,98,20413,6.598346322272214e-08,6.009773830325532e-06
GO:0030855,epithelial cell differentiation,BP,e,78,3765,236,20413,6.734612906218916e-08,6.106744348988684e-06
GO:0030674,protein-macromolecule adaptor activity,MF,p,121,3765,991,20413,6.954927854681093e-08,6.278737291893375e-06
GO:0043408,regulation of MAPK cascade,BP,e,155,3765,561,20413,7.109447050861926e-08,6.390083263741818e-06
GO:0043228,membraneless organelle,CC,p,548,3765,3573,20413,8.926757996513587e-08,7.988473869980477e-06
GO:0043232,intracellular membraneless organelle,CC,p,548,3765,3571,20413,1.0098756495543766e-07,8.920423140654242e-06
GO:0007010,cytoskeleton organization,BP,e,227,3765,890,20413,1.0198884655223577e-07,8.970203572510588e-06
GO:0060255,regulation of macromolecule metabolic process,BP,p,797,3765,4999,20413,1.216220043410569e-07,1.0516454577895691e-05
GO:0050877,nervous system process,BP,e,144,3765,518,20413,1.4688362607062256e-07,1.2387185798622503e-05
GO:0042221,response to chemical,BP,e,459,3765,2006,20413,1.5008276442302556e-07,1.26051069316437e-05
GO:0080090,regulation of primary metabolic process,BP,p,710,3765,4497,20413,1.516364621559541e-07,1.2683616403926396e-05
GO:0033108,mitochondrial respiratory chain complex assembly,BP,p,1,3765,95,20413,1.5950157956217998e-07,1.3127172168545196e-05
GO:0016607,nuclear speck,CC,p,35,3765,392,20413,1.6153821646223582e-07,1.3241610679842395e-05
GO:0035239,tube morphogenesis,BP,e,56,3765,154,20413,1.6488439832142928e-07,1.3462055676498208e-05
GO:0006405,RNA export from nucleus,BP,p,0,3765,78,20413,1.92519402523034e-07,1.5655952840891016e-05
GO:0006974,DNA damage response,BP,p,80,3765,707,20413,1.9411482259345005e-07,1.5707018354775684e-05
GO:0051049,regulation of transport,BP,e,325,3765,1360,20413,2.1402622031057441e-07,1.7200154246370987e-05
GO:0000209,protein polyubiquitination,BP,p,16,3765,240,20413,2.2525728996950677e-07,1.8032022044316808e-05
GO:0015934,large ribosomal subunit,CC,p,2,3765,107,20413,2.2662815615812773e-07,1.8071170444157632e-05
GO:0031966,mitochondrial membrane,CC,p,88,3765,759,20413,2.312808884462979e-07,1.8370694755542568e-05
GO:0023051,regulation of signaling,BP,e,683,3765,3134,20413,2.4590810262101725e-07,1.937353627913287e-05
GO:0031123,RNA 3'-end processing,BP,p,1,3765,93,20413,2.486331938423825e-07,1.937353627913287e-05
GO:0006402,mRNA catabolic process,BP,p,5,3765,140,20413,2.4699320530032913e-07,1.937353627913287e-05
GO:0061659,ubiquitin-like protein ligase activity,MF,p,33,3765,374,20413,2.473416834962305e-07,1.937353627913287e-05
GO:0065003,protein-containing complex assembly,BP,p,153,3765,1180,20413,2.522187567176289e-07,1.9504599929865543e-05
GO:0006954,inflammatory response,BP,e,90,3765,293,20413,2.919134605056418e-07,2.240517807543864e-05
GO:0003713,transcription coactivator activity,MF,p,22,3765,286,20413,3.050143888869859e-07,2.3236653797252793e-05
GO:0032879,regulation of localization,BP,e,393,3765,1695,20413,3.214519816632651e-07,2.4218806839063572e-05
GO:0043414,macromolecule methylation,BP,p,2,3765,103,20413,3.203468691627523e-07,2.4218806839063572e-05
GO:0005759,mitochondrial matrix,CC,p,44,3765,449,20413,3.85243565461917e-07,2.8708350498222057e-05
GO:0032543,mitochondrial translation,BP,p,1,3765,91,20413,3.884993383170586e-07,2.874193841202701e-05
GO:0002181,cytoplasmic translation,BP,p,1,3765,91,20413,3.884993383170586e-07,2.874193841202701e-05
GO:0048729,tissue morphogenesis,BP,e,68,3765,206,20413,4.766665680497682e-07,3.48868856394425e-05
GO:0043933,protein-containing complex organization,BP,p,178,3765,1327,20413,5.029669720830356e-07,3.6550716875523584e-05
GO:0040011,locomotion,BP,e,84,3765,271,20413,5.134313514981762e-07,3.717932397968949e-05
GO:0008186,"ATP-dependent activity, acting on RNA",MF,p,0,3765,75,20413,5.211669937996057e-07,3.747464983836954e-05
GO:0042274,ribosomal small subunit biogenesis,BP,p,0,3765,75,20413,5.211669937996057e-07,3.747464983836954e-05
GO:0010556,regulation of macromolecule biosynthetic process,BP,p,685,3765,4322,20413,5.280111555814792e-07,3.783403010954984e-05
GO:0060090,molecular adaptor activity,MF,p,155,3765,1180,20413,5.758872823779375e-07,4.112075985286088e-05
GO:0043005,neuron projection,CC,e,238,3765,961,20413,5.791187814610273e-07,4.120792079333622e-05
GO:0061630,ubiquitin protein ligase activity,MF,p,32,3765,357,20413,5.946539775836111e-07,4.2166934126716065e-05
GO:0008283,cell population proliferation,BP,e,91,3765,301,20413,6.067475807556021e-07,4.287613162905018e-05
GO:0043069,negative regulation of programmed cell death,BP,e,182,3765,704,20413,7.021541054646351e-07,4.9110048065825147e-05
GO:0010468,regulation of gene expression,BP,p,666,3765,4206,20413,7.228413547740835e-07,5.038499280063024e-05
GO:0003724,RNA helicase activity,MF,p,0,3765,71,20413,7.326150753182247e-07,5.089315504575043e-05
GO:0032259,methylation,BP,p,3,3765,111,20413,8.351417567546104e-07,5.7750201530456576e-05
GO:0030532,small nuclear ribonucleoprotein complex,CC,p,1,3765,86,20413,8.779231592915521e-07,6.0373420481079784e-05
GO:0005856,cytoskeleton,CC,e,242,3765,986,20413,9.87038513015708e-07,6.741502775577723e-05
GO:2000781,positive regulation of double-strand break repair,BP,p,2,3765,97,20413,1.116506596128367e-06,7.576347574324048e-05
GO:0003729,mRNA binding,MF,p,34,3765,366,20413,1.1651049199607097e-06,7.854110238406191e-05
GO:0019222,regulation of metabolic process,BP,p,885,3765,5438,20413,1.1782861951170166e-06,7.904054585682604e-05
GO:0022626,cytosolic ribosome,CC,p,2,3765,98,20413,1.1802277378709202e-06,7.904054585682604e-05
GO:0019783,ubiquitin-like protein peptidase activity,MF,p,3,3765,108,20413,1.210271091168545e-06,8.078855202383386e-05
GO:0035295,tube development,BP,e,45,3765,121,20413,1.368631762962218e-06,9.047538941414433e-05
GO:0048878,chemical homeostasis,BP,e,191,3765,752,20413,1.5248108741291542e-06,9.95157619220661e-05
GO:0006282,regulation of DNA repair,BP,p,16,3765,225,20413,1.5380687751453429e-06,0.0001000623600287
GO:0004540,RNA nuclease activity,MF,p,5,3765,127,20413,1.5867401911104584e-06,0.0001025774975912
