GO_ID,Name,Namespace,Enrichment,Study_Count,Study_Total,Population_Count,Population_Total,P_Value,FDR
GO:0070828,heterochromatin organization,BP,p,13,3765,165,20413,0.00017038217699198678,0.005432569728046501
GO:0030182,neuron differentiation,BP,e,64,3765,223,20413,0.0001704553913596789,0.005432569728046501
GO:0000123,histone acetyltransferase complex,CC,p,4,3765,90,20413,0.00017527827663535293,0.00557760516007498
GO:0046890,regulation of lipid biosynthetic process,BP,e,51,3765,167,20413,0.0001779455384359345,0.005653702200259854
GO:0141108,transporter regulator activity,MF,e,53,3765,176,20413,0.00017855176147653855,0.005664181498357128
GO:0042379,chemokine receptor binding,MF,e,20,3765,47,20413,0.00018062773819341353,0.005721181203705755
GO:0046683,response to organophosphorus,BP,e,37,3765,111,20413,0.0001817437729173001,0.0057476468185096155
GO:0004935,adrenergic receptor activity,MF,e,7,3765,9,20413,0.00018321497035869472,0.005785245589461835
GO:0045202,synapse,CC,e,259,3765,1139,20413,0.00018387903212036688,0.005797281546527198
GO:0007423,sensory organ development,BP,e,32,3765,91,20413,0.00018649977604691653,0.005870875438601321
GO:0030029,actin filament-based process,BP,e,97,3765,370,20413,0.000188607625505214,0.005928122805948391
GO:0035725,sodium ion transmembrane transport,BP,e,47,3765,151,20413,0.00019002343410044406,0.005963476623308424
GO:0043067,regulation of programmed cell death,BP,e,271,3765,1198,20413,0.000192070809643372,0.006018512388412267
GO:0060390,regulation of SMAD protein signal transduction,BP,e,24,3765,62,20413,0.0001949894037395029,0.00610063794020402
GO:0032376,positive regulation of cholesterol transport,BP,e,16,3765,35,20413,0.00019755137658068926,0.006161979239373006
GO:0032373,positive regulation of sterol transport,BP,e,16,3765,35,20413,0.00019755137658068926,0.006161979239373006
GO:0015669,gas transport,BP,e,9,3765,14,20413,0.00019916819245392446,0.006202969252216221
GO:0050789,regulation of biological process,BP,e,1942,3765,9970,20413,0.000200121616840965,0.0062232053018541665
GO:0032970,regulation of actin filament-based process,BP,e,92,3765,347,20413,0.00020046832324652311,0.006224541436804543
GO:0043524,negative regulation of neuron apoptotic process,BP,e,37,3765,112,20413,0.00020252282329184652,0.006269335676313914
GO:0003774,cytoskeletal motor activity,MF,e,37,3765,112,20413,0.00020252282329184652,0.006269335676313914
GO:0180051,translation factor activity,MF,p,3,3765,79,20413,0.0002053437428475023,0.006347072884123475
GO:0120544,polypeptide conformation or assembly isomerase activity,MF,e,39,3765,120,20413,0.00020843803435112318,0.0064233393051993486
GO:0031594,neuromuscular junction,CC,e,30,3765,85,20413,0.00020817455386645987,0.0064233393051993486
GO:0007611,learning or memory,BP,e,49,3765,161,20413,0.00021052432394240712,0.006468178366644302
GO:0042445,hormone metabolic process,BP,e,49,3765,161,20413,0.00021052432394240712,0.006468178366644302
GO:0061138,morphogenesis of a branching epithelium,BP,e,21,3765,52,20413,0.00021197603640048333,0.006503031308316025
GO:0001517,N-acetylglucosamine 6-O-sulfotransferase activity,MF,e,5,3765,5,20413,0.00021298525093168578,0.006504779057143125
GO:0030185,nitric oxide transport,BP,e,5,3765,5,20413,0.00021298525093168578,0.006504779057143125
GO:0051231,spindle elongation,BP,e,5,3765,5,20413,0.00021298525093168578,0.006504779057143125
GO:0001533,cornified envelope,CC,e,20,3765,48,20413,0.00021519328625583826,0.0065624345464894256
GO:0016763,pentosyltransferase activity,MF,p,1,3765,56,20413,0.00021723233782297455,0.006606834478237607
GO:1905818,regulation of chromosome separation,BP,e,29,3765,80,20413,0.00021729402421959436,0.006606834478237607
GO:0030020,extracellular matrix structural constituent conferring tensile strength,MF,e,18,3765,42,20413,0.00022003401643822597,0.00668023273906454
GO:0051236,establishment of RNA localization,BP,p,6,3765,105,20413,0.00022049694580798302,0.006683548539494235
GO:0010669,epithelial structure maintenance,BP,e,15,3765,32,20413,0.00022112164689294352,0.006683548539494235
GO:0072163,mesonephric epithelium development,BP,e,15,3765,32,20413,0.00022112164689294352,0.006683548539494235
GO:0071806,protein transmembrane transport,BP,p,2,3765,67,20413,0.00022377538276624617,0.006743866057395121
GO:0008173,RNA methyltransferase activity,MF,p,2,3765,67,20413,0.00022377538276624617,0.006743866057395121
GO:0040008,regulation of growth,BP,e,115,3765,453,20413,0.0002249746911432556,0.006770053370923256
GO:1902493,acetyltransferase complex,CC,p,6,3765,107,20413,0.00022800044465215788,0.006851045619144679
GO:0016494,C-X-C chemokine receptor activity,MF,e,6,3765,7,20413,0.00023131582291717438,0.006940490716019992
GO:0060261,positive regulation of transcription initiation by RNA polymerase II,BP,p,1,3765,58,20413,0.00023274639076566536,0.006973204365439737
GO:0001952,regulation of cell-matrix adhesion,BP,e,39,3765,121,20413,0.0002339232371724841,0.006998231969891557
GO:0031507,heterochromatin formation,BP,p,12,3765,155,20413,0.00023939803382972926,0.007151580039756038
GO:0140150,gel phase of interstitial matrix,CC,e,14,3765,29,20413,0.00024306661431159216,0.007198214056484766
GO:0071953,elastic fiber,CC,e,14,3765,29,20413,0.00024306661431159216,0.007198214056484766
GO:0035924,cellular response to vascular endothelial growth factor stimulus,BP,e,14,3765,29,20413,0.00024306661431159216,0.007198214056484766
GO:0034694,response to prostaglandin,BP,e,14,3765,29,20413,0.00024306661431159216,0.007198214056484766
GO:0046676,negative regulation of insulin secretion,BP,e,14,3765,29,20413,0.00024306661431159216,0.007198214056484766
GO:0048638,regulation of developmental growth,BP,e,59,3765,203,20413,0.00024277245665171155,0.007198214056484766
GO:0042393,histone binding,MF,p,12,3765,156,20413,0.0002447503794145035,0.007233543276340217
GO:0032332,positive regulation of chondrocyte differentiation,BP,e,10,3765,17,20413,0.0002453185271583687,0.007233543276340217
GO:0044321,response to leptin,BP,e,10,3765,17,20413,0.0002453185271583687,0.007233543276340217
GO:0071695,anatomical structure maturation,BP,e,30,3765,86,20413,0.0002473271224203413,0.007282291264023066
GO:0086001,cardiac muscle cell action potential,BP,e,17,3765,39,20413,0.00025587134910105537,0.00752305818813189
GO:0032210,regulation of telomere maintenance via telomerase,BP,p,0,3765,44,20413,0.00025685590711151975,0.007530397860423997
GO:0006418,tRNA aminoacylation for protein translation,BP,p,0,3765,44,20413,0.00025685590711151975,0.007530397860423997
GO:0019725,cellular homeostasis,BP,e,141,3765,577,20413,0.00025807948274543643,0.007555461199860327
GO:0005788,endoplasmic reticulum lumen,CC,e,85,3765,319,20413,0.000260948941423592,0.007596060591752374
GO:0003206,cardiac chamber morphogenesis,BP,e,13,3765,26,20413,0.0002607825161580339,0.007596060591752374
GO:0010875,positive regulation of cholesterol efflux,BP,e,13,3765,26,20413,0.0002607825161580339,0.007596060591752374
GO:0022414,reproductive process,BP,e,218,3765,946,20413,0.00026040635219965933,0.007596060591752374
GO:0050801,monoatomic ion homeostasis,BP,e,110,3765,432,20413,0.00026294041695522455,0.007643174417962294
GO:0010631,epithelial cell migration,BP,e,11,3765,20,20413,0.00026734855613488217,0.007727466799537575
GO:0048709,oligodendrocyte differentiation,BP,e,11,3765,20,20413,0.00026734855613488217,0.007727466799537575
GO:0016010,dystrophin-associated glycoprotein complex,CC,e,11,3765,20,20413,0.00026734855613488217,0.007727466799537575
GO:0000940,outer kinetochore,CC,e,11,3765,20,20413,0.00026734855613488217,0.007727466799537575
GO:0048754,branching morphogenesis of an epithelial tube,BP,e,20,3765,49,20413,0.00026862809486396844,0.007753514856404654
GO:0022602,ovulation cycle process,BP,e,12,3765,23,20413,0.0002705363437219252,0.007775738137297914
GO:0048706,embryonic skeletal system development,BP,e,12,3765,23,20413,0.0002705363437219252,0.007775738137297914
GO:0061036,positive regulation of cartilage development,BP,e,12,3765,23,20413,0.0002705363437219252,0.007775738137297914
GO:0071456,cellular response to hypoxia,BP,e,38,3765,117,20413,0.00027362139011456277,0.007853393764170498
GO:0030036,actin cytoskeleton organization,BP,e,86,3765,324,20413,0.0002882749695473367,0.00826240412717982
GO:0004713,protein tyrosine kinase activity,MF,e,44,3765,142,20413,0.00029250554337106427,0.008371949860758687
GO:0086002,cardiac muscle cell action potential involved in contraction,BP,e,16,3765,36,20413,0.000295058222607927,0.008421487682317893
GO:0017046,peptide hormone binding,MF,e,16,3765,36,20413,0.000295058222607927,0.008421487682317893
GO:0060260,regulation of transcription initiation by RNA polymerase II,BP,p,3,3765,76,20413,0.00029719084283416636,0.008458794364167459
GO:0032007,negative regulation of TOR signaling,BP,p,3,3765,76,20413,0.00029719084283416636,0.008458794364167459
GO:0061512,protein localization to cilium,BP,p,3,3765,77,20413,0.00030495840220094543,0.008667839856177497
GO:0007218,neuropeptide signaling pathway,BP,e,23,3765,60,20413,0.000307846831340486,0.008735677044386471
GO:0006937,regulation of muscle contraction,BP,e,46,3765,151,20413,0.0003081976530079256,0.008735677044386471
GO:0050657,nucleic acid transport,BP,p,6,3765,103,20413,0.00031150864006498945,0.008793039340016294
GO:0050658,RNA transport,BP,p,6,3765,103,20413,0.00031150864006498945,0.008793039340016294
GO:0006869,lipid transport,BP,e,81,3765,302,20413,0.00031133021953621296,0.008793039340016294
GO:0003677,DNA binding,MF,p,312,3765,2012,20413,0.000312035777544033,0.008795803561499132
GO:0098803,respiratory chain complex,CC,p,6,3765,104,20413,0.0003149898026464995,0.008854713341062708
GO:0032204,regulation of telomere maintenance,BP,p,6,3765,104,20413,0.0003149898026464995,0.008854713341062708
GO:2000036,regulation of stem cell population maintenance,BP,p,2,3765,65,20413,0.00033287254154468383,0.009344598621746858
GO:0022625,cytosolic large ribosomal subunit,CC,p,1,3765,55,20413,0.00033575975680893245,0.009412756082469841
GO:0006814,sodium ion transport,BP,e,51,3765,172,20413,0.0003372029372642098,0.009432202158140902
GO:0014074,response to purine-containing compound,BP,e,40,3765,127,20413,0.00033737394143938323,0.009432202158140902
GO:0051865,protein autoubiquitination,BP,p,2,3765,66,20413,0.0003391228895927614,0.009468181711749945
GO:0031960,response to corticosteroid,BP,e,38,3765,119,20413,0.00034040479975487456,0.00949104158010428
GO:0033554,cellular response to stress,BP,p,213,3765,1425,20413,0.0003440658419969259,0.009580083288101905
GO:0005581,collagen trimer,CC,e,19,3765,46,20413,0.0003488069607680286,0.009698915938967722
GO:0015849,organic acid transport,BP,e,71,3765,259,20413,0.00036141198682286655,0.010012121040163805
GO:0046942,carboxylic acid transport,BP,e,71,3765,259,20413,0.00036141198682286655,0.010012121040163805
GO:0048562,embryonic organ morphogenesis,BP,e,22,3765,56,20413,0.00036202516423956377,0.010012121040163805
GO:0051952,regulation of amine transport,BP,e,22,3765,56,20413,0.00036202516423956377,0.010012121040163805
GO:0140375,immune receptor activity,MF,e,45,3765,147,20413,0.00036849194713518536,0.010165655222415098
GO:0055021,regulation of cardiac muscle tissue growth,BP,e,17,3765,40,20413,0.0003690649238997137,0.010165655222415098
GO:0051216,cartilage development,BP,e,17,3765,40,20413,0.0003690649238997137,0.010165655222415098
GO:0043268,positive regulation of potassium ion transport,BP,e,14,3765,30,20413,0.000378758863706244,0.010418664958298065
GO:0004812,aminoacyl-tRNA ligase activity,MF,p,0,3765,41,20413,0.0003838453656724531,0.01053031201971296
GO:0016875,"ligase activity, forming carbon-oxygen bonds",MF,p,0,3765,41,20413,0.0003838453656724531,0.01053031201971296
GO:0006629,lipid metabolic process,BP,e,219,3765,956,20413,0.0003854606627199656,0.010560488450695528
GO:0055082,intracellular chemical homeostasis,BP,e,122,3765,491,20413,0.0003921447861212987,0.01072926982908381
GO:0032956,regulation of actin cytoskeleton organization,BP,e,83,3765,313,20413,0.00039743627293940787,0.010859548721796381
GO:0006351,DNA-templated transcription,BP,p,29,3765,276,20413,0.00040556531875763653,0.011066910888548928
GO:7770058,mitochondrial protein import pathway,BP,p,0,3765,42,20413,0.0004092556414265322,0.011123177532830139
GO:0031124,mRNA 3'-end processing,BP,p,0,3765,42,20413,0.0004092556414265322,0.011123177532830139
GO:1902555,endoribonuclease complex,CC,p,0,3765,42,20413,0.0004092556414265322,0.011123177532830139
GO:0006874,intracellular calcium ion homeostasis,BP,e,47,3765,157,20413,0.0004104606013593865,0.011141151130672725
GO:0061333,renal tubule morphogenesis,BP,e,9,3765,15,20413,0.00041628696746097557,0.01125457628519495
GO:0032352,positive regulation of hormone metabolic process,BP,e,9,3765,15,20413,0.00041628696746097557,0.01125457628519495
GO:0031175,neuron projection development,BP,e,92,3765,355,20413,0.0004158867840284513,0.01125457628519495
GO:0016874,ligase activity,MF,p,13,3765,159,20413,0.00042470229621988814,0.01146696199793698
GO:0120163,negative regulation of cold-induced thermogenesis,BP,e,19,3765,47,20413,0.00043700289076532796,0.011768068647114147
GO:0051028,mRNA transport,BP,p,3,3765,74,20413,0.000436991573148619,0.011768068647114147
GO:0001822,kidney development,BP,e,32,3765,95,20413,0.00044766270112397196,0.01203930673770808
GO:0003208,cardiac ventricle morphogenesis,BP,e,12,3765,24,20413,0.0004505450466407634,0.012100943172751198
GO:0019432,triglyceride biosynthetic process,BP,e,10,3765,18,20413,0.00046076462962957554,0.012326957643601687
GO:0003382,epithelial cell morphogenesis,BP,e,10,3765,18,20413,0.00046076462962957554,0.012326957643601687
GO:0043116,negative regulation of vascular permeability,BP,e,10,3765,18,20413,0.00046076462962957554,0.012326957643601687
GO:0030010,establishment of cell polarity,BP,e,23,3765,62,20413,0.00046351963252322473,0.012384495214209184
GO:0014015,positive regulation of gliogenesis,BP,e,18,3765,43,20413,0.00046793399324683544,0.01242436061101453
GO:0032967,positive regulation of collagen biosynthetic process,BP,e,11,3765,21,20413,0.0004680430582005181,0.01242436061101453
GO:0070696,transmembrane receptor protein serine/threonine kinase binding,MF,e,11,3765,21,20413,0.0004680430582005181,0.01242436061101453
GO:0055023,positive regulation of cardiac muscle tissue growth,BP,e,11,3765,21,20413,0.0004680430582005181,0.01242436061101453
GO:0099623,regulation of cardiac muscle cell membrane repolarization,BP,e,11,3765,21,20413,0.0004680430582005181,0.01242436061101453
GO:0098659,inorganic cation import across plasma membrane,BP,e,34,3765,103,20413,0.00047280981702981634,0.012502311716634873
GO:0045664,regulation of neuron differentiation,BP,e,34,3765,103,20413,0.00047280981702981634,0.012502311716634873
GO:0099587,inorganic ion import across plasma membrane,BP,e,34,3765,103,20413,0.00047280981702981634,0.012502311716634873
GO:0000018,regulation of DNA recombination,BP,p,8,3765,118,20413,0.0004755149861271971,0.012557639962248263
GO:0036094,small molecule binding,MF,e,820,3765,4025,20413,0.00047764351243332194,0.012597617117498155
GO:0006417,regulation of translation,BP,p,36,3765,322,20413,0.00047872677785647103,0.012609958687162803
GO:0038024,cargo receptor activity,MF,e,28,3765,81,20413,0.00048385411784209186,0.012728655246390228
GO:0006457,protein folding,BP,p,19,3765,201,20413,0.00048721616113190123,0.012800667679584682
GO:0045911,positive regulation of DNA recombination,BP,p,2,3765,63,20413,0.0004960502273968784,0.013016078501977245
GO:0001947,heart looping,BP,e,15,3765,34,20413,0.000500331492137725,0.013094882845949425
GO:0060021,roof of mouth development,BP,e,15,3765,34,20413,0.000500331492137725,0.013094882845949425
GO:0140352,export from cell,BP,e,91,3765,352,20413,0.0005067756398847813,0.013246623964488296
GO:1901338,catecholamine binding,MF,e,7,3765,10,20413,0.000512906293355182,0.013355767051750629
GO:0035860,glial cell-derived neurotrophic factor receptor signaling pathway,BP,e,7,3765,10,20413,0.000512906293355182,0.013355767051750629
GO:0090287,regulation of cellular response to growth factor stimulus,BP,e,71,3765,261,20413,0.0005117461122789292,0.013355767051750629
GO:0002237,response to molecule of bacterial origin,BP,e,66,3765,239,20413,0.0005355731815596726,0.013928301027541078
GO:0061695,"transferase complex, transferring phosphorus-containing groups",CC,p,26,3765,250,20413,0.0005450875447369253,0.014157768129649948
GO:0009636,response to toxic substance,BP,e,27,3765,77,20413,0.0005462532643063907,0.01417008626003907
GO:0031093,platelet alpha granule lumen,CC,e,24,3765,65,20413,0.0005518721492944904,0.014297744570786336
GO:0031090,organelle membrane,CC,p,595,3765,3619,20413,0.0005603112783272759,0.01449187724510041
GO:0048585,negative regulation of response to stimulus,BP,e,330,3765,1511,20413,0.0005608082927696422,0.01449187724510041
GO:0045604,regulation of epidermal cell differentiation,BP,e,19,3765,48,20413,0.0005614868751578454,0.01449187724510041
GO:0072676,lymphocyte migration,BP,e,18,3765,44,20413,0.0005658172628940864,0.014585274425771714
GO:0046903,secretion,BP,e,92,3765,358,20413,0.0005694769452670471,0.014661169647434167
GO:0043487,regulation of RNA stability,BP,p,17,3765,185,20413,0.000572108400346661,0.01471043594517456
GO:0072164,mesonephric tubule development,BP,e,14,3765,31,20413,0.0005741494999572017,0.014744418173712949
GO:0071300,cellular response to retinoic acid,BP,e,22,3765,59,20413,0.0005910935139485342,0.015160549914076737
GO:0099536,synaptic signaling,BP,e,72,3765,267,20413,0.0005946256097854375,0.015232078276666214
GO:0015081,sodium ion transmembrane transporter activity,MF,e,47,3765,158,20413,0.0005990274273550677,0.01532567923693808
GO:0010257,NADH dehydrogenase complex assembly,BP,p,0,3765,39,20413,0.0006051593892448156,0.015367449025767045
GO:0098656,monoatomic anion transmembrane transport,BP,e,40,3765,130,20413,0.0006033928137971513,0.015367449025767045
GO:0032981,mitochondrial respiratory chain complex I assembly,BP,p,0,3765,39,20413,0.0006051593892448156,0.015367449025767045
GO:0072344,rescue of stalled cytosolic ribosome,BP,p,0,3765,38,20413,0.0006025289371137754,0.015367449025767045
GO:0030488,tRNA methylation,BP,p,0,3765,39,20413,0.0006051593892448156,0.015367449025767045
GO:0016180,snRNA processing,BP,p,0,3765,38,20413,0.0006025289371137754,0.015367449025767045
GO:0009060,aerobic respiration,BP,p,6,3765,98,20413,0.0006229571981565952,0.015796764338083042
GO:0043130,ubiquitin binding,MF,p,6,3765,99,20413,0.0006236071999955683,0.015796764338083042
GO:0006821,chloride transport,BP,e,36,3765,114,20413,0.0006329803281386495,0.016014402301907833
GO:0090087,regulation of peptide transport,BP,e,49,3765,168,20413,0.0006339275706585978,0.01601859149877515
GO:0015108,chloride transmembrane transporter activity,MF,e,34,3765,106,20413,0.000635947379969777,0.016049839479951526
GO:0004521,RNA endonuclease activity,MF,p,3,3765,72,20413,0.0006434055271391222,0.01621809282615256
GO:0045333,cellular respiration,BP,p,7,3765,107,20413,0.0006455260471076878,0.016251554402184083
GO:0090183,regulation of kidney development,BP,e,13,3765,28,20413,0.0006497941801759528,0.016298937740937332
GO:0032434,regulation of proteasomal ubiquitin-dependent protein catabolic process,BP,p,9,3765,123,20413,0.0006495531350017225,0.016298937740937332
GO:0061436,establishment of skin barrier,BP,e,13,3765,28,20413,0.0006497941801759528,0.016298937740937332
GO:0032432,actin filament bundle,CC,e,31,3765,93,20413,0.0006533943135042571,0.016359532103631672
GO:0002182,cytoplasmic translational elongation,BP,p,0,3765,40,20413,0.000653806509192131,0.016359532103631672
GO:0008509,monoatomic anion transmembrane transporter activity,MF,e,41,3765,133,20413,0.0006623104766805599,0.016552108047091115
GO:0008092,cytoskeletal protein binding,MF,e,210,3765,920,20413,0.0006787860304207187,0.016943193814143467
GO:0030414,peptidase inhibitor activity,MF,e,39,3765,125,20413,0.0006812704035353062,0.016984518710035316
GO:0034702,monoatomic ion channel complex,CC,e,70,3765,260,20413,0.0006875459308415235,0.01712014430223006
GO:0030595,leukocyte chemotaxis,BP,e,35,3765,109,20413,0.0006928421607203336,0.01723108543645849
GO:2000846,regulation of corticosteroid hormone secretion,BP,e,8,3765,13,20413,0.0007043972001768989,0.01745491151538717
GO:0014009,glial cell proliferation,BP,e,8,3765,13,20413,0.0007043972001768989,0.01745491151538717
GO:0001569,branching involved in blood vessel morphogenesis,BP,e,8,3765,13,20413,0.0007043972001768989,0.01745491151538717
GO:0010594,regulation of endothelial cell migration,BP,e,50,3765,172,20413,0.0007091559807523688,0.017551610523621128
GO:0090049,regulation of cell migration involved in sprouting angiogenesis,BP,e,18,3765,45,20413,0.0007106596713041612,0.0175676099445551
GO:0009712,catechol-containing compound metabolic process,BP,e,12,3765,25,20413,0.0007216980241595126,0.017733522313070613
GO:0006584,catecholamine metabolic process,BP,e,12,3765,25,20413,0.0007216980241595126,0.017733522313070613
GO:1903587,regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis,BP,e,12,3765,25,20413,0.0007216980241595126,0.017733522313070613
GO:0043266,regulation of potassium ion transport,BP,e,24,3765,67,20413,0.0007193461466043404,0.017733522313070613
GO:0003707,nuclear steroid receptor activity,MF,e,12,3765,25,20413,0.0007216980241595126,0.017733522313070613
GO:0055080,monoatomic cation homeostasis,BP,e,105,3765,420,20413,0.0007299490009510832,0.017899517889432868
GO:0045778,positive regulation of ossification,BP,e,19,3765,49,20413,0.0007302004077278035,0.017899517889432868
GO:0001763,morphogenesis of a branching structure,BP,e,22,3765,60,20413,0.0007321831139146077,0.01792667688584475
GO:0016101,diterpenoid metabolic process,BP,e,26,3765,74,20413,0.0007339472226753988,0.017948425339244567
GO:0004866,endopeptidase inhibitor activity,MF,e,37,3765,118,20413,0.0007377899326383782,0.01802089283618389
GO:0045667,regulation of osteoblast differentiation,BP,e,33,3765,102,20413,0.0007395634204342174,0.018042706160664782
GO:0016050,vesicle organization,BP,p,32,3765,289,20413,0.0007414420397253054,0.0180670293936869
GO:2000027,regulation of animal organ morphogenesis,BP,e,17,3765,41,20413,0.0007551344055788617,0.01837882348399954
GO:0000245,spliceosomal complex assembly,BP,p,1,3765,50,20413,0.0007634901047263508,0.018494329451722347
GO:0000315,organellar large ribosomal subunit,CC,p,1,3765,50,20413,0.0007634901047263508,0.018494329451722347
GO:0005762,mitochondrial large ribosomal subunit,CC,p,1,3765,50,20413,0.0007634901047263508,0.018494329451722347
GO:0071005,U2-type precatalytic spliceosome,CC,p,1,3765,50,20413,0.0007634901047263508,0.018494329451722347
GO:0004879,nuclear receptor activity,MF,e,21,3765,56,20413,0.0007658937264944066,0.018530649512455578
GO:0051607,defense response to virus,BP,p,20,3765,206,20413,0.0007681927994517364,0.018564357357505227
GO:0010569,regulation of double-strand break repair via homologous recombination,BP,p,4,3765,81,20413,0.0007712325618337101,0.018615864416558568
GO:0090665,glycoprotein complex,CC,e,11,3765,22,20413,0.0007806534296150166,0.018689171417173522
GO:0005344,oxygen carrier activity,MF,e,6,3765,8,20413,0.0007797407976549902,0.018689171417173522
GO:1903278,positive regulation of sodium ion export across plasma membrane,BP,e,6,3765,8,20413,0.0007797407976549902,0.018689171417173522
GO:0050927,positive regulation of positive chemotaxis,BP,e,11,3765,22,20413,0.0007806534296150166,0.018689171417173522
GO:0001706,endoderm formation,BP,e,6,3765,8,20413,0.0007797407976549902,0.018689171417173522
GO:1903276,regulation of sodium ion export across plasma membrane,BP,e,6,3765,8,20413,0.0007797407976549902,0.018689171417173522
GO:0015671,oxygen transport,BP,e,6,3765,8,20413,0.0007797407976549902,0.018689171417173522
GO:0007422,peripheral nervous system development,BP,e,9,3765,16,20413,0.0007958715192028141,0.018986955812599845
GO:0050727,regulation of inflammatory response,BP,e,93,3765,364,20413,0.0007948170405076582,0.018986955812599845
GO:0010885,regulation of cholesterol storage,BP,e,9,3765,16,20413,0.0007958715192028141,0.018986955812599845
GO:0090136,epithelial cell-cell adhesion,BP,e,10,3765,19,20413,0.0008123236534217686,0.019334435109840075
GO:0071379,cellular response to prostaglandin stimulus,BP,e,10,3765,19,20413,0.0008123236534217686,0.019334435109840075
GO:0140767,enzyme-substrate adaptor activity,MF,p,16,3765,175,20413,0.0008139884423094311,0.019351583698662612
GO:0022832,voltage-gated channel activity,MF,e,46,3765,156,20413,0.0008170243465567325,0.01940125137194336
GO:0045089,positive regulation of innate immune response,BP,p,29,3765,268,20413,0.0008202680916644947,0.019455733799167232
GO:0061061,muscle structure development,BP,e,28,3765,82,20413,0.000821633683262339,0.01946559430184406
GO:0016579,protein deubiquitination,BP,p,5,3765,88,20413,0.0008249540167114219,0.019499172623376203
GO:0009593,detection of chemical stimulus,BP,e,26,3765,75,20413,0.0008243554705480455,0.019499172623376203
GO:0050729,positive regulation of inflammatory response,BP,e,44,3765,147,20413,0.0008296651967479357,0.019587936494188305
GO:0061013,regulation of mRNA catabolic process,BP,p,19,3765,198,20413,0.0008418678398736557,0.01985316184410912
GO:0045841,negative regulation of mitotic metaphase/anaphase transition,BP,e,14,3765,32,20413,0.0008487267190071801,0.01992320349669432
GO:0033048,negative regulation of mitotic sister chromatid segregation,BP,e,14,3765,32,20413,0.0008487267190071801,0.01992320349669432
GO:0033046,negative regulation of sister chromatid segregation,BP,e,14,3765,32,20413,0.0008487267190071801,0.01992320349669432
GO:2000816,negative regulation of mitotic sister chromatid separation,BP,e,14,3765,32,20413,0.0008487267190071801,0.01992320349669432
GO:0004386,helicase activity,MF,p,10,3765,129,20413,0.0008677364903144113,0.02032288445258655
GO:0002791,regulation of peptide secretion,BP,e,48,3765,166,20413,0.0008669554717848137,0.02032288445258655
GO:0015931,nucleobase-containing compound transport,BP,p,15,3765,167,20413,0.0008779295464988511,0.020538139493608398
GO:0090100,positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,BP,e,30,3765,90,20413,0.000882247047111521,0.020615608593450855
GO:0042147,"retrograde transport, endosome to Golgi",BP,p,7,3765,104,20413,0.0008991319145800292,0.020986230439053004
GO:0090092,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,BP,e,64,3765,235,20413,0.0009060667294777426,0.021124033546288258
GO:1904950,negative regulation of establishment of protein localization,BP,e,32,3765,98,20413,0.0009178796192824071,0.021359755683924432
GO:0042304,regulation of fatty acid biosynthetic process,BP,e,17,3765,42,20413,0.0009182620776624908,0.021359755683924432
GO:0048519,negative regulation of biological process,BP,e,935,3765,4649,20413,0.0009205638410780666,0.021389019042191405
GO:0042476,odontogenesis,BP,e,21,3765,57,20413,0.0009327430854165251,0.021501354386322665
GO:0051924,regulation of calcium ion transport,BP,e,51,3765,179,20413,0.0009319791441729306,0.021501354386322665
GO:0006811,monoatomic ion transport,BP,e,193,3765,844,20413,0.0009282593631070233,0.021501354386322665
GO:0098531,ligand-modulated transcription factor activity,MF,e,21,3765,57,20413,0.0009327430854165251,0.021501354386322665
GO:0032890,regulation of organic acid transport,BP,e,21,3765,57,20413,0.0009327430854165251,0.021501354386322665
GO:0035861,site of double-strand break,CC,p,7,3765,106,20413,0.0009319613139958771,0.021501354386322665
GO:0140006,histone H3 reader activity,MF,p,3,3765,69,20413,0.0009304629478732758,0.021501354386322665
GO:0022627,cytosolic small ribosomal subunit,CC,p,0,3765,36,20413,0.0009397515526622562,0.021562413329178635
GO:0045211,postsynaptic membrane,CC,e,59,3765,213,20413,0.0009406527846721172,0.021562413329178635
GO:0000175,3'-5'-RNA exonuclease activity,MF,p,0,3765,36,20413,0.0009397515526622562,0.021562413329178635
GO:0032205,negative regulation of telomere maintenance,BP,p,0,3765,36,20413,0.0009397515526622562,0.021562413329178635
GO:0035196,miRNA processing,BP,p,0,3765,36,20413,0.0009397515526622562,0.021562413329178635
GO:0005796,Golgi lumen,CC,e,30,3765,91,20413,0.0009528750126696916,0.021818176128089374
GO:0044743,protein transmembrane import into intracellular organelle,BP,p,0,3765,37,20413,0.000957034577047656,0.02184021112186817
GO:0071027,nuclear RNA surveillance,BP,p,0,3765,37,20413,0.000957034577047656,0.02184021112186817
GO:0000781,"chromosome, telomeric region",CC,p,14,3765,160,20413,0.0009565269041533898,0.02184021112186817
GO:0071173,spindle assembly checkpoint signaling,BP,e,13,3765,29,20413,0.0009802603274407463,0.022271036463684273
GO:0007094,mitotic spindle assembly checkpoint signaling,BP,e,13,3765,29,20413,0.0009802603274407463,0.022271036463684273
GO:0030282,bone mineralization,BP,e,13,3765,29,20413,0.0009802603274407463,0.022271036463684273
GO:0071174,mitotic spindle checkpoint signaling,BP,e,13,3765,29,20413,0.0009802603274407463,0.022271036463684273
